author,channel,cid,heart,photo,text,time,votes
Hafizh Auto,UCSVjjtz48HPlmLQVazpRUKA,Ugxr5LjT4hMSkPr83i54AaABAg.9NuyXbtWOz89OFCVIxcoU0,0.0,https://yt3.ggpht.com/MXGwNs-6WccpYZ2vhDFfKhRj_TCgbTMQTkLZcYhTdYmffLEBqmfsq2lloL-Riww07sojE6mtNLc=s176-c-k-c0x00ffffff-no-rj," @Syfa Rahman Embroidery  iya tapi airbagnya jg sama"" banyak tapi klo saya lebih oke milih sonet soalnya itu mobil ada fitur yg mirip"" mobil eropa",5 months ago,1
Syfa Rahman Embroidery,UCGoEM7EqYbNUOjeMuRIU5NQ,Ugxr5LjT4hMSkPr83i54AaABAg.9NuyXbtWOz89OFFXMTnZ9e,0.0,https://yt3.ggpht.com/ytc/AKedOLQDwPBmLtjNlUxX9RETGgekvxCPoDrzx2rxCw=s176-c-k-c0x00ffffff-no-rj, @Hafizh Auto  kalo sama honda city hatchback lbh ok mana ya?,5 months ago,1
Hafizh Auto,UCSVjjtz48HPlmLQVazpRUKA,Ugxr5LjT4hMSkPr83i54AaABAg.9NuyXbtWOz89OFNOXtu_Gm,0.0,https://yt3.ggpht.com/MXGwNs-6WccpYZ2vhDFfKhRj_TCgbTMQTkLZcYhTdYmffLEBqmfsq2lloL-Riww07sojE6mtNLc=s176-c-k-c0x00ffffff-no-rj," @Syfa Rahman Embroidery  klo buat saya lebih oke sonet ya apalagi joknya itu ada pendinginnya macam mobil eropa cocok klo dipake siang"" tapi klo city hatchback jadi ragu jg tau sendirilah kualitas honda akhir"" ini gimana",5 months ago,1
CDTRID,UCjXRcwkEUehg8nSAQOjX2Aw,Ugxr5LjT4hMSkPr83i54AaABAg.9NuyXbtWOz89OHbSk_7wgL,0.0,https://yt3.ggpht.com/t7BlTx4V3oLVBkllacIKBo9xoTtX3pE6JoCsgBpqviVyfIwhNfEqSWCFq_wWJG1muKYqTkIf=s176-c-k-c0x00ffffff-no-rj,"Tapi lebih mahal :(, seharga avanza.",5 months ago,0
Kun,UCHLgdRnGeQezWjFn2RqtLDg,Ugxr5LjT4hMSkPr83i54AaABAg.9NuyXbtWOz89OJNRn6HvjJ,0.0,https://yt3.ggpht.com/ytc/AKedOLRsZysucRB3es93GtYpy8WKNCDYhe2lX19CqFZZxQ=s176-c-k-c0x00ffffff-no-rj,"Sonet CBU india, ane main"" ke forum sana sih katanya quality control KIA masih jelek, kata anak forum india sih ya.
ada sonet yg masuk lubang engine mountingnya patah sampe engine nya jatoh, belum tau cacat 1 mobil atau fail produksi dr batch nya.
ada yg kebakar juga karena urusan kelistrikan.

mereka disana lebih milih mahindra atau maruti suzuki vitara brezza menurut forum car india.

trus safety nya, belum d tes sama NCAP
kalau abangnya si seltos cuma dapet bintang 3, sonet diperkirakan juga mirip2.",5 months ago (edited),2
Hafizh Auto,UCSVjjtz48HPlmLQVazpRUKA,Ugxr5LjT4hMSkPr83i54AaABAg.9NuyXbtWOz89OJWOJtw09p,0.0,https://yt3.ggpht.com/MXGwNs-6WccpYZ2vhDFfKhRj_TCgbTMQTkLZcYhTdYmffLEBqmfsq2lloL-Riww07sojE6mtNLc=s176-c-k-c0x00ffffff-no-rj, @Kun  sampe separah itu ya padahal masih baru banget,5 months ago,0
Henry D P,UClf8uvOvjnNizHbh2lyk6gw,Ugxr5LjT4hMSkPr83i54AaABAg.9NuyXbtWOz89OUyid8iOpW,0.0,https://yt3.ggpht.com/ytc/AKedOLSPgh7oEZ9nHBySsZHWou3DkNouaqGwutNe_Q=s176-c-k-c0x00ffffff-no-rj," @Evanda Bimaputra  endorse, bro",5 months ago,0
Ega Fayza,UCEDVw6YVkEU57Ucxletz6gw,Ugxr5LjT4hMSkPr83i54AaABAg.9NuyXbtWOz89UUOxzLkKPY,0.0,https://yt3.ggpht.com/ytc/AKedOLSzIGNANuWGpZw4Xe49t0pAH-UvfNpyrJV-zFjB=s176-c-k-c0x00ffffff-no-rj,Tapi kok sepi di jalan ya..,2 weeks ago,0
Cody K,UCENrnWAwMCPKg4baxhnz0iA,UgwbUi0imsJ09iyEAQV4AaABAg.9NuxyK0ABFB9NvLpsbk6F7,0.0,https://yt3.ggpht.com/ytc/AKedOLSzvFTsGEakZ-2Jg2E86xxUMwvtpoDClnMYfWe2xw=s176-c-k-c0x00ffffff-no-rj,Gratis biaya servc berkala yg benar: 4 thn or 50 rb mana yg lbh  dlu tercapai (jasa & sk cadang),5 months ago,0
Eka Nugraha,UCF9UXMK-15emqtMnfa1eeYA,UgydP4lP5Tw7jig0qCR4AaABAg.9Nuxmr5kvJE9O1R9mDfdkg,0.0,https://yt3.ggpht.com/ytc/AKedOLSEWYEpDiJBhBrk8UV2d4sSEza_tEZHeBsqR_-bFw=s176-c-k-c0x00ffffff-no-rj,"Setau saya kalo mesin dah turbo kalo mau nyari aman dan awetnya komponen turbo dan printilan nya min, minum Pertamax turbo, mungkin om Fitra bisa beri penjelasan yg lebih detail.",5 months ago,0
Zaki Yanuar rizki,UCeeAcfIuRN-gYLmCufU-QYg,UgydP4lP5Tw7jig0qCR4AaABAg.9Nuxmr5kvJE9O1Rnvs4tP8,0.0,https://yt3.ggpht.com/ytc/AKedOLRK-a_kDObIvitdXxOelUQeyEq90A8_hCk7lzhP=s176-c-k-c0x00ffffff-no-rj," @Eka Nugraha  pertamax lah minimal, soalnya disini jarang ada pertamax turbo",5 months ago,0
Eka Nugraha,UCF9UXMK-15emqtMnfa1eeYA,UgydP4lP5Tw7jig0qCR4AaABAg.9Nuxmr5kvJE9O1UZQmP_ba,0.0,https://yt3.ggpht.com/ytc/AKedOLSEWYEpDiJBhBrk8UV2d4sSEza_tEZHeBsqR_-bFw=s176-c-k-c0x00ffffff-no-rj,Ya itu LG karna tiap daerah belum tentu ada yg Jual Pertamax turbo.,5 months ago,0
Zaki Yanuar rizki,UCeeAcfIuRN-gYLmCufU-QYg,UgydP4lP5Tw7jig0qCR4AaABAg.9Nuxmr5kvJE9O1VFb1KkJC,0.0,https://yt3.ggpht.com/ytc/AKedOLRK-a_kDObIvitdXxOelUQeyEq90A8_hCk7lzhP=s176-c-k-c0x00ffffff-no-rj," @Eka Nugraha  laiya, belum rata",5 months ago,0
Angga Wibawa,UCutzRhxhHfvihPp70LQugrg,UgzGwS8n5G8jSQS5vdJ4AaABAg.9Nux7bvhIMe9Nv-Na0O-5i,0.0,https://yt3.ggpht.com/ytc/AKedOLRfN0ta0q7AChcGdENG6C76FM5hk88KZIxTQA=s176-c-k-c0x00ffffff-no-rj,"jaman sekarang masih masalah FWD RWD, beli gran max aja lo lebih cocok",5 months ago,0
Agung Pamuji,UC_RfzCrTaeyKz-tNufj74wA,UgzGwS8n5G8jSQS5vdJ4AaABAg.9Nux7bvhIMe9Nv2mGMrsnH,0.0,https://yt3.ggpht.com/ytc/AKedOLSyWiNXsAv00WvlmsZXQhW4EUFOgeWqloyoLhVz=s176-c-k-c0x00ffffff-no-rj, @Angga Wibawa  lah lu kenape??,5 months ago,0
FKA,UCxonbFcw-QFBIAN0mkcZrfg,UgzGwS8n5G8jSQS5vdJ4AaABAg.9Nux7bvhIMe9NvFf1f591k,0.0,https://yt3.ggpht.com/eydp7m7T5pkKRi_DuyTDo-O0VO0HL5eRRqYee790Yqwwe_NBgiv6VLM0Oa4IERSkVkTVxO_w=s176-c-k-c0x00ffffff-no-rj,"Hari gini masih mempermasalahkan sistem penggerak,buat apa RWD tapi tenaga kecil,yang paling penting itu tenaganya",5 months ago,0
dhany firdaus,UCbAd0unLUIvieRhh6bZnxIw,UgzGwS8n5G8jSQS5vdJ4AaABAg.9Nux7bvhIMe9NvkSV3yfC_,0.0,https://yt3.ggpht.com/ytc/AKedOLQuiTYeEOdPA83Wd4r4KhXe7u96q0GPyQxrFoYTbg=s176-c-k-c0x00ffffff-no-rj,"dijepang sono ada yang awd, cuma nga di bawa kesini. Pajaknya nga masuk akal",5 months ago,0
Lucky889 S,UCRbTsfernyKSpPbVaMR9E_w,UgzGwS8n5G8jSQS5vdJ4AaABAg.9Nux7bvhIMe9Nx53rN7l6Y,0.0,https://yt3.ggpht.com/ytc/AKedOLSKGVqXXC5v0aLgAITVDUCMWwwWGh_fZOFi3g=s176-c-k-c0x00ffffff-no-rj,"Avanza baru nanti juga Fwd, rush otomatis juga. Gak ada bahan jualan lagi dah sales Astra",5 months ago,0
Agung Pamuji,UC_RfzCrTaeyKz-tNufj74wA,UgzGwS8n5G8jSQS5vdJ4AaABAg.9Nux7bvhIMe9O5KULnanrj,0.0,https://yt3.ggpht.com/ytc/AKedOLSyWiNXsAv00WvlmsZXQhW4EUFOgeWqloyoLhVz=s176-c-k-c0x00ffffff-no-rj, @Lucky889 S  Avanza ngak mungkin FWD karna marketnya banyak di Sumatra dan disana masih butuh mobil durabilitas,5 months ago,0
Lucky889 S,UCRbTsfernyKSpPbVaMR9E_w,UgzGwS8n5G8jSQS5vdJ4AaABAg.9Nux7bvhIMe9O5dcQO6Flq,0.0,https://yt3.ggpht.com/ytc/AKedOLSKGVqXXC5v0aLgAITVDUCMWwwWGh_fZOFi3g=s176-c-k-c0x00ffffff-no-rj," @Agung Pamuji  yakin bener? Sayang bukan Sumatera yg nentuin. Principal Daihatsu sana udah putusin, mulai Rocky raize ini Uda pake DNGA baru yg fwd. Semua monocoque. Google aja sana gih. Toyota cuma manut aja secara bukan dia yg buat",5 months ago (edited),0
Lucky889 S,UCRbTsfernyKSpPbVaMR9E_w,UgzGwS8n5G8jSQS5vdJ4AaABAg.9Nux7bvhIMe9O5e4zGPlaw,0.0,https://yt3.ggpht.com/ytc/AKedOLSKGVqXXC5v0aLgAITVDUCMWwwWGh_fZOFi3g=s176-c-k-c0x00ffffff-no-rj," @FKA  iya kemakan  kibulan sales Astra. Rwd jalan licin ngesot juga. Kalau kuat jalan lubang batu, maksudnya chassis tangga. Yang dipake gerobak pickup, terus ditambahin kabin belakang. Jadi deh Innova Fortuner pajero",5 months ago,0
Agung Pamuji,UC_RfzCrTaeyKz-tNufj74wA,UgzGwS8n5G8jSQS5vdJ4AaABAg.9Nux7bvhIMe9O5ozZ4wyKB,0.0,https://yt3.ggpht.com/ytc/AKedOLSyWiNXsAv00WvlmsZXQhW4EUFOgeWqloyoLhVz=s176-c-k-c0x00ffffff-no-rj, @Lucky889 S  sekelas Toyota pasti butuh riset tentang kemauan pasar bukan cuma ikut trend karna all new rush  pun masih rwd  dan cuma Toyota pabrikan Jepang yg paling banyak pake Rwd..dan mesin rush dan Avanza sama otomatis gardan pun sama,5 months ago,0
Lucky889 S,UCRbTsfernyKSpPbVaMR9E_w,UgzGwS8n5G8jSQS5vdJ4AaABAg.9Nux7bvhIMe9O6RPdZk1lj,0.0,https://yt3.ggpht.com/ytc/AKedOLSKGVqXXC5v0aLgAITVDUCMWwwWGh_fZOFi3g=s176-c-k-c0x00ffffff-no-rj," @Agung Pamuji  😂 buatan Toyota asli cuman land cruiser, Fortuner Hilux yg rwd/awd. Rush Avanza skrg itu dari Daihatsu. Toyota gak ada rwd seukuran gitu biar Uda riset. Ya uda kalau masih ngeyel, lihat nanti gimana generasi baru rush Avanza. Siap kecewa fanboi Astra",5 months ago (edited),0
FKA,UCxonbFcw-QFBIAN0mkcZrfg,UgzGwS8n5G8jSQS5vdJ4AaABAg.9Nux7bvhIMe9O6UaKDvZbU,0.0,https://yt3.ggpht.com/eydp7m7T5pkKRi_DuyTDo-O0VO0HL5eRRqYee790Yqwwe_NBgiv6VLM0Oa4IERSkVkTVxO_w=s176-c-k-c0x00ffffff-no-rj," @Agung Pamuji  nah,faktanya rwd sudah mulai ditinggalkan,jadi ga usah ngebanggain rwd lagi",5 months ago,0
Bimo Tyo,UC1C_vrafDqUpFcclrgFMtQg,UgwOLShQ5FcKLesthyt4AaABAg.9Nux6VjeJpF9Nv-XBr2530,0.0,https://yt3.ggpht.com/ytc/AKedOLReLk_1ghqpW26z9j2jRQU-N4boUo0HSc6fIg=s176-c-k-c0x00ffffff-no-rj,"Gabung dua premis tersebut menjadi, ""Tenaga dan suaranya enak.""",5 months ago,0
dhany firdaus,UCbAd0unLUIvieRhh6bZnxIw,UgwOLShQ5FcKLesthyt4AaABAg.9Nux6VjeJpF9NvkkYStET5,0.0,https://yt3.ggpht.com/ytc/AKedOLQuiTYeEOdPA83Wd4r4KhXe7u96q0GPyQxrFoYTbg=s176-c-k-c0x00ffffff-no-rj,"artinya subjektivitas om, sama kek review earphone. enak nga enak suaranya tergantung siapa reviewernya....",5 months ago,0
Hubery T.,UCVVgBe3hga40hdksh_dUbXQ,UgzVT_GLnZXMbeXRKcB4AaABAg.9NuwePffKKc9NypBaKKhzR,0.0,https://yt3.ggpht.com/ytc/AKedOLQsDHDtrdtSuIojtXIgijjuImUtWvjlh14AUQ=s176-c-k-c0x00ffffff-no-rj,om Mobi...sdh pernah disebut om Fitra di channel pribadinya pas pickup mobilnya dr dealer,5 months ago,2
M Ahsan,UCRR0CuuJ_dXU_XLzsbvKczw,UgyPbVGo_1AlUuW7eit4AaABAg.9NuwY4ZDBDs9O1AloJ0MDY,0.0,https://yt3.ggpht.com/_7w98l6mIr0L9Wx4vmbMsLLsRFlAHW-FiSL8eqgPbUp5dWXneJnEFH_wgVnc6LcXIPANDHTZ=s176-c-k-c0x00ffffff-no-rj,Gpp,5 months ago,0
Adis Sutr,UCMAqOG1uJGoWFSJxo55lKlg,UgwX3Zy0pdUyPxZL0IJ4AaABAg.9Nuw9FEZgjh9NyALkGg6-B,0.0,https://yt3.ggpht.com/ytc/AKedOLSJV800BgVW_XaleJYfe2ESifWYQQxrhatI1w=s176-c-k-c0x00ffffff-no-rj,Tapi sayang susano'o nya baru level 1 😂,5 months ago,0
Dk,UC4oeJ03ga_5GH_fxkV4EGgA,UgwX3Zy0pdUyPxZL0IJ4AaABAg.9Nuw9FEZgjh9O3pvUz8s_M,0.0,https://yt3.ggpht.com/ytc/AKedOLTz9VsPKpXBZgBC_vl-HbYdAtn-C-3l0ebCWpqORA=s176-c-k-c0x00ffffff-no-rj,Fitra uchiha,5 months ago,1
Harits Sudharsono Mozart,UCyxONqOo9Nwb_Azr4e0uK5g,Ugw9_m4u8_sUYeFy5kV4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTBD5l9X8vLAzSV3VQj44DF67zwT-69d7HQWRV5jg=s176-c-k-c0x00ffffff-no-rj,ada bedanya gak ya yg pake ban gt radial sama dunlop?,5 months ago,1
Ficky Lie,UCYEHeimLlG--OSCAcEeqIyQ,UgwXswyPEyVs8k0UaeV4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTDMlJPeFC0yhlJNDo1_oHM6tzZaJ4KmXYv1Q=s176-c-k-c0x00ffffff-no-rj,Lawan Ayla turbo coba om #ommobi #motomobi,5 months ago,0
Pisang Goreng,UC3f3f5k1OL_BcrAU-ReTkAw,UgxdA8rp1j0cruJyZPx4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSl_hK9XCUq2KO-6A8JcDexMjMNdtWpQC5RsupB=s176-c-k-c0x00ffffff-no-rj,"Andai Raize pake mesin 1200cc 4 silindernya Agya + turbo spy lbh minim getaran, sempurna dah ni mobil. Tp pake mesin 3 silinder aja udah laris bgt inden sampe 9 bln 😀",5 months ago,0
Nathaniel Fidelis,UCpmUQqEVdt_Z9RXE_43D1eg,UgxJI2PN35rDdRcvX7Z4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQo3BJzM4vq0oitC6KLdfh5bux4Vu3y7cJZJpoQ=s176-c-k-c0x00ffffff-no-rj,"28:17, klakson motor terjadi pada kembaran DNGA 😣",5 months ago (edited),1
cendol34,UC3YQEctWFKttp028YsFJP3A,Ugw7i0NnGP8pgE3gvYt4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRi4RbEj9yLkTKDj_aVqsy3c-x-9iBfRER51Q=s176-c-k-c0x00ffffff-no-rj,"Om Fitra sama Kapal Api, Ridwan Hanif dengan Kopiko 😎",5 months ago,3
Rizki Joko Prasetyo,UC02iTxWSjE50I9BmqGDjvow,UgwjiUSU0UdQYDsrZex4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQspFO5cVW2Ls_g3gvG67kkgCy8bpM_maqic7LpRg=s176-c-k-c0x00ffffff-no-rj,Kemarin udah nyoba di jalan pake raize.. enak banget sensasi berkendara nya.. terima kasih toyota..🙏,5 months ago,5
H&n Chanel,UCEzu8Hm8vi3gdXYxKJ9HevA,Ugwr5Tcf_OBdfIR1rQt4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLS8haepYsgzfJDywe8iNgEw9xXw6sI6UWRPj8unjg=s176-c-k-c0x00ffffff-no-rj,Saya 177cm... tidak pernah ketinggalan dari sekian ratus Video yang saya tonton....wkwkw... Membuan Om Mobi Kicup.,5 months ago,2
Setyo,UCOLVYo2P5oq3WV7zuoaZXFA,Ugyx69qsN535WsvKOP94AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQCBdXtPdjwGvXHygGfjAAsrHGH_WGvBtthuOznzA=s176-c-k-c0x00ffffff-no-rj,"toyota raize keliatan sport dan mewah, mantap",5 months ago,2
Baskara Mahardisatya,UCEYPcr4f9xD3_l-umJgo9Rg,UgzfNANzETDrgciVZmx4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLT8-MiV_grvPjwv0geW5qHlqYe97OAQglUosNPR=s176-c-k-c0x00ffffff-no-rj,Sm om ridwan hanif udh di siksa d sentul ni si Raize...hehe,5 months ago,0
Diza LN,UCLb3Q4cnPvMW8ILBW3O3piQ,Ugz4R6Nr07nnsksMbMF4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTUMQ7ioZVk71MCv09hT6bPCV17QKeWDqwYmghl9w=s176-c-k-c0x00ffffff-no-rj,"lalu bagaimana klo kaca depan pecah terkena batu atau amit² kecelakaan, TSS nya bisa dipindah kekaca yg baru kan Om ?",5 months ago,0
Rizky Rock Steady,UCGx9DUMiBTdwRBryoCTs5WA,Ugx07v_5djMEWtSjnol4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRHoZoHiWLENpMu22ux4_JIpHtQbjYi1wSZADXw=s176-c-k-c0x00ffffff-no-rj,Hari ini Habis Nonton OmMobi di MotoMobi  Review S Class Lanjut Ke Om Fitra Erich Di OtoDriver,5 months ago,1
mulyono kahuni,UCXEFGONHmJso4q4uR0aqJPw,UgwESq4cwLTPb4Kveid4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQvf8Iogpk_xhlozL2aORKW_YtQUoIS5fnXpQXt5A=s176-c-k-c0x00ffffff-no-rj,"Om Review Raize Turbo Manual donk Pengen tau gimana performance nya ,ok Terima kasih Om Fitra, Sukses selalu Om ...",5 months ago,0
Bursa Hijab Official Store,UCPDp9XVS9ch2Mq1hQwk_-dQ,UgzSq6FA5CJaPXqCMv14AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQ1wdpjRYF4a5IBPhBygLKGlrtZq8KEnMFs5qt7=s176-c-k-c0x00ffffff-no-rj,Dari Autonetmagz langsung kesini.... 😁😁😁😁 Semoga suatu saat nanti bisa beli. Aamiin 🤲🏻,5 months ago,37
Ginger90 -,UC566ef4XWsqJgO6arjJd_VQ,UgwZI1rmoczQ0uE6pBh4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQRyG_CjhiK3b_j6RArryCd6MZnLNARuuTTKyVt=s176-c-k-c0x00ffffff-no-rj,"Saya anak muda tapi belum punya iphone....
Hikz.... cuakkkzzzz...",5 months ago (edited),0
shofyan ma'ruf,UCeB-ErAD027Ah7EZcbtuzZg,UgxLzVSFy9FYVx2pKRd4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSSU00bm8QX3J8xpMcOeeicrHoihzBRewvaNlejCQ=s176-c-k-c0x00ffffff-no-rj,Jadi Toyota raize atau Daihatsu Rocky ya? Yasudah Honda beat aja 😂,5 months ago,0
HARRY SADHUGUNA NUGRAHA,UCbTkkLIgKeejaaxxs_Xp04w,Ugy1kve0_oYHmqWVjKN4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQABm-RYVOVM44tsTLHRhImvBK-zGFSr2vkV8Aj=s176-c-k-c0x00ffffff-no-rj,Ganteng ni mobil,5 months ago,2
Fullson Gultom,UCnm1-pka7Hp6BeWkieHohmg,Ugy4LPYOlZpQiDO1Z1t4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLReZ2h9_Fs78treeoOHVMOAs3WJ3SYY4qjs_rsF1Q=s176-c-k-c0x00ffffff-no-rj,Saya semakin mantap milih raize daripada kompetitornya,5 months ago,1
Muliawan Iqbal,UCmcMXDsdYnVjzoMcei-SOpw,Ugzw7nAxJiw241lpcbF4AaABAg,0.0,https://yt3.ggpht.com/xKjomvdrX4PwLdNHBJG8I5G4ujO1UrwWbjv9ExMCSmWeg69FtT73VTICNlsC96Vb1qD39fO_tQ=s176-c-k-c0x00ffffff-no-rj,"Posisi duduknya mirip toyota rush, tangan pas kaki kedeketan, kaki sudah pas tanganya kejauhan haha.
175cm.",5 months ago,0
Koeswandi Santoso,UCN38JdjxVwOpAhBB8F9HbYQ,UgxGQKrPm_Uh-56JdB54AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTkAWEIRkYWc_3rILrw_cR5-aIdN2ni6fIljQ=s176-c-k-c0x00ffffff-no-rj,Suspensi bagaimana?,5 months ago,0
Teman Matik,UCY4zW-wxprp95wCYFXuP1Rw,Ugz7mgaWI6lvvy941Vt4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSPXTWenA8MPFcPmAwvdXsbdbUZMovjNYTWzw=s176-c-k-c0x00ffffff-no-rj,mesinnya kecil bgt......kl mesin diganti rotary mantab tuh......wkwkwk,5 months ago,0
M Ahsan,UCRR0CuuJ_dXU_XLzsbvKczw,Ugw9_m4u8_sUYeFy5kV4AaABAg.9NuvhloxiJW9O19yYZd2gj,0.0,https://yt3.ggpht.com/_7w98l6mIr0L9Wx4vmbMsLLsRFlAHW-FiSL8eqgPbUp5dWXneJnEFH_wgVnc6LcXIPANDHTZ=s176-c-k-c0x00ffffff-no-rj,Ada,5 months ago,0
Harits Sudharsono Mozart,UCyxONqOo9Nwb_Azr4e0uK5g,Ugw9_m4u8_sUYeFy5kV4AaABAg.9NuvhloxiJW9OQcf97NkNv,0.0,https://yt3.ggpht.com/ytc/AKedOLTBD5l9X8vLAzSV3VQj44DF67zwT-69d7HQWRV5jg=s176-c-k-c0x00ffffff-no-rj, @M Ahsan  apatuh?,5 months ago,0
Hendra Li,UCrm7PnVHBsbQ-YfJc61EbVg,UgxJI2PN35rDdRcvX7Z4AaABAg.9NuvWj1u3Um9Nw8sw9WRE1,0.0,https://yt3.ggpht.com/ytc/AKedOLQF8Ne7_V545gAcNXBR1MJsy3-PCQLD1sl1KbEs=s176-c-k-c0x00ffffff-no-rj,Klaksono motorrr.... Atau angkot yah?,5 months ago,0
Nathaniel Fidelis,UCpmUQqEVdt_Z9RXE_43D1eg,UgxJI2PN35rDdRcvX7Z4AaABAg.9NuvWj1u3Um9Nw9TdRbKES,0.0,https://yt3.ggpht.com/ytc/AKedOLQo3BJzM4vq0oitC6KLdfh5bux4Vu3y7cJZJpoQ=s176-c-k-c0x00ffffff-no-rj, @Hendra Li  kalo kedengeran saya sih warna suara motor 🤔🤔,5 months ago,0
Edwin Zeeq,UCKlIqsZ6Wax1hBcwKY-4v5w,Ugw7i0NnGP8pgE3gvYt4AaABAg.9NuvSbiVKEZ9O1FSwRJlmO,0.0,https://yt3.ggpht.com/ytc/AKedOLRltotjR_86eNBQNHtIsV9W21YkC27OzElX5Qmhrw=s176-c-k-c0x00ffffff-no-rj,Om mobi kopi turbo 😂,5 months ago,0
Pandji Bayu,UCMTV9K-O_tjMFmiyWfkPZLA,UgzfNANzETDrgciVZmx4AaABAg.9NuujERElqh9O21qCDNIrf,0.0,https://yt3.ggpht.com/ytc/AKedOLQfrA5r67QeXb3ALNi21Tj4vuWOyjiOXPXWie_gfA=s176-c-k-c0x00ffffff-no-rj,Lgsg ganti kampas rem😆😆😆,5 months ago,0
Steve Michael,UCbjy_d5F3cvg4MKwcHWufrw,Ugz4R6Nr07nnsksMbMF4AaABAg.9NuuPtvvB1e9Nv3Ue4TiR_,0.0,https://yt3.ggpht.com/ytc/AKedOLR4ZXymOKXsP8No4usMP1cbn96J_x0j7M2aWw=s176-c-k-c0x00ffffff-no-rj,Harusnya masih bisa di pindah TSS nya,5 months ago,0
Syarifudin Baharsyah,UC-GCFrCYMiN1r8u9DE5xRSg,UgzSq6FA5CJaPXqCMv14AaABAg.9NutlMp8V2K9Nv5DVQmYm-,0.0,https://yt3.ggpht.com/ytc/AKedOLRSWbNTSZ8xNMiDgzKdJ5ranWu6qiXlku2zeg=s176-c-k-c0x00ffffff-no-rj,Semoga minggu ini punya Aamiin Ya Rabbal Alamin,5 months ago,1
iamachine92,UCKVNnAwSMdGUkhz44pNNk2Q,UgzSq6FA5CJaPXqCMv14AaABAg.9NutlMp8V2K9Nw7vFPvbO1,0.0,https://yt3.ggpht.com/ytc/AKedOLSJ-GJF6eMjJv_1zv8lLwjNqcSqYvwBCMYk7A=s176-c-k-c0x00ffffff-no-rj,Aminnn,5 months ago,0
tino maharyanto,UC4DbzfL6uwZJlpgbqcot17g,UgzSq6FA5CJaPXqCMv14AaABAg.9NutlMp8V2K9Nw8J3Ov0cU,0.0,https://yt3.ggpht.com/ytc/AKedOLSuB9CB647_MRgvJpyr_CWxwgJ20YZrlAyHMw=s176-c-k-c0x00ffffff-no-rj,Aamiin,5 months ago,1
Okta Pulau,UCOHUeZSM1PShMeufPHETrEQ,UgwtZ0jxXX7FtJAl3oZ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSJKwnDIAFiUCAeLYHvr3Sc3Q4E6UfO3-y4hA=s176-c-k-c0x00ffffff-no-rj,Akhirnya Kami Suka Turbo.,5 months ago,0
iwan iwan,UCRCe5z0Mt6Eb8XAZsgOxZ1w,UgxKhfSJhMuw_5rU50Z4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQTRscFNFLrzkEfoopt8EjEiJRx-S0XlgL5Aw=s176-c-k-c0x00ffffff-no-rj,Mas fitra coba di riviu brio urban terbaru,5 months ago,0
Hendri Yahya,UCLLqQ1TdBxNcEAO7dFR39Aw,Ugy-l-ST9mykIUdk-tZ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRArR09bE19rOvRX3785yUdkOMbp-R0mmJsY0ID=s176-c-k-c0x00ffffff-no-rj,Bunyi klakson oem agya itu tinn tinn,5 months ago,0
nʎɐq bay,UCZrNITnOaySyrd7Zc7gFPLA,Ugz5qlu60N-zYM3OzHl4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRV4iahhtEW715pbb9Hhie2hsxh4CS7-1npvjnQ2w=s176-c-k-c0x00ffffff-no-rj,3:03 aura magic..wakakaka..,5 months ago,7
ulul amri,UCALJFeLNKiq-6qO8_bPq9JQ,UgyAktUjHyksSI_widh4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQCaR1tU6s2_EUa_dRs7rFVNVD7FBD5SFakUc18=s176-c-k-c0x00ffffff-no-rj,"Kebalik ga sih itu om Fitra ""jaminan service - service gratis & sparepart 5th/40rb km"" atau 4th/50rb km 🤔 ini kayaknya yg kebalik deh yg dibuku service nya 😁.. maap syp tau saya yg salah ya om...",5 months ago,0
