author,channel,cid,heart,photo,text,time,votes
Arby Cute,UCtjuUuJs3AKsSZCx2_qW8nw,UgyOjCRHF-KhRq2As6V4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQVbDV-ZGLx3KIsPgI_KN7l9QPQ4GbpUjz-YQ=s176-c-k-c0x00ffffff-no-rj,Reveuw yg menarik,5 months ago,0
Adhi Dwiean,UCyxIsH36zrIhC9qT4cwcRVw,UgwHUOmWMxfXR-Melv54AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTcGSl9z6HunNPp_8BqOs7unOW9TMbCEKEldw=s176-c-k-c0x00ffffff-no-rj,"Walopun bukan sekelas, tp honda brio wajib waspada",5 months ago,0
Mr. Fakta,UC_-pvteN2h4VRbIgL2jcqlA,UgxsW0HOZ-GPOginPvl4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRWpFFU-H0z2cQ6Cx8CLc7SWEqGEiPGHDPhe2eKOpHO3qPRDg26t1c-v_of2Eys=s176-c-k-c0x00ffffff-no-rj,Yaris cross dong bang...,5 months ago,0
Jacky Chaniago,UCTY1157lZ4tkH3HbOi76ViQ,UgwEnDMsD2pdQ328Aa54AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRAlIWBij_i7Nrehsm0nNYNiY2x1s5Q3cN3gQ=s176-c-k-c0x00ffffff-no-rj,Nunggu model ini yg 7 seat aja deh..,5 months ago,0
Syamsur Rijal,UCnKBS1C_Opw91FB1Mn-BHjg,UgzQrS_8BnSI2AhCslp4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQfhDHZ3Agjl050eBRlVGCnhYaHefO__BrXKg=s176-c-k-c0x00ffffff-no-rj,saya langsung tertarik beli kopi kapal api nya,5 months ago,0
jam bromx,UCXiHV7bUrlmXvxNY_pLZM7g,UgzSE16SftlNvXsIJah4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQ_qXKJcLCr4cvl5R9gNppTGMiwnAYgQd88mQ=s176-c-k-c0x00ffffff-no-rj,Saya lebih percaya keterbatasan chip lah. Bisa aja marketing Toyota karena mbludak 😂😂,5 months ago,0
Galang,UCar_14wtlj_elhlrzERdNPw,UgwN92d2WpAs0lf0pwh4AaABAg,0.0,https://yt3.ggpht.com/laHmWTgkwEMkU0Vj6QCGLaBBscwMNXc28RRbkRzkrXCdcArbsNLPq29lugGK0ECqXLuGFm-JOVM=s176-c-k-c0x00ffffff-no-rj,Wagu bgt bentuknya,5 months ago,0
ghie putra kartini,UCmUdFYrH0wjURILACpTfieQ,UgxedCTsTtlgXiKGx0V4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTG20AZp5Ao21mRQLedVdoyQE9NOVXS3qIoJXJfUQ=s176-c-k-c0x00ffffff-no-rj,"Modelnya garang tapi cc kecil, nyusahin.",5 months ago,0
David Agrizal,UCix2noQyGkgQ0S_gVt6weGg,UgwMU_iJHWCOK-s3Ui94AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTbICqeWypJWcrAJC7ZSh1FeKDwuB0-dKqfvH6txA=s176-c-k-c0x00ffffff-no-rj,Mukanya mirip beerus di dragon ball.,5 months ago,0
Achmad Fauzi,UCMv8HnNruFtXzaKbj-YGhSA,Ugxv-4He9JQX86ydYux4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSPJ9rslE3tCU-2JstXgAwmZtA6rtmPxJqRIzKYpQ=s176-c-k-c0x00ffffff-no-rj,mobil dewasa kek apa om? mobil saya march emang mobil anak anak? haha,5 months ago,0
Naufal Muhtadi.04,UCPO0XbJEvMMdIglcwwivnOQ,UgxcCH1BkfhIvL302OB4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTiarDVVwYUpdUJLgpS19nSREbL4VUXq61kZurI=s176-c-k-c0x00ffffff-no-rj,Kalau di tol limbung gak bang?,5 months ago,1
Koko Experiment,UC4tjYL0beLRTiPAPCHIg62A,UgxaEOTO84ErKSYo5_J4AaABAg,0.0,https://yt3.ggpht.com/TDqo-S9bsl5gsu0Am4VPpMHDMnIxPSYJM3RWzxNf2s8Ge0II3qkEy0gU2LTq9BpC086j4N1Yug=s176-c-k-c0x00ffffff-no-rj,Masi canggihan mobil China hahah.kayaknya pakai mesin ayla nih tapi turbo ahhaha....,5 months ago,0
Muap 369,UCFVXdFmfZsH8cBvPM4a-xtA,Ugx-5dJNL2-9GFweqwt4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLR_wCbpEDRFhA2-9jydgIc6waUr-5ANsDULvpWS5Q=s176-c-k-c0x00ffffff-no-rj,"Model + fitur keamanan menang raize

Kenyamanan, Tenaga, audio, sunroof, fitur gimic kia sonet",5 months ago,6
Asep Herwanto,UCtqZmy5FcJg5nLjc_1ErDRA,Ugx2hM6SE49yEufLU-x4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTfQpI1XoDWKfPZW4lxSO73gBvsbnUJnHn652LwJw=s176-c-k-c0x00ffffff-no-rj,"Katanya mobil ini ukurannya kecil ya..
Pertanyaan nya apakah mobil ini sama dgn ukuran karimun",5 months ago,0
Javar Muhammad,UCI9Gc8rqpAOUbSmG6rxXFMw,UgzGuTMh5Xree_E9tM54AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQsMn9LHX2dW0i5ozFPEH3ygW9WSKdc6A2XxzOfuQ=s176-c-k-c0x00ffffff-no-rj,sesuai prediksi. pasti bakal meledak di pasaran..,5 months ago,0
Dede Rizwan,UCmP1XyCzQq-JldXHIX_MiBg,Ugxkjmx0ilxR1hETzVN4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQZ0t3OC7z7WdLDhJPy83ebwJtzR99O20ADvw=s176-c-k-c0x00ffffff-no-rj,Harga nya terlalu tinggi dengan cc kecil harus nya d bawah 150jt,5 months ago,0
Anak Desa,UCwIa1Bz4LKwTuBTnW6jqrsA,Ugw8qxZPO24qOSWzMAZ4AaABAg,0.0,https://yt3.ggpht.com/K6c7E8KLd1uh9vK28HHoRcujoq0AU1CUuf43xmnC5Det_BzwRZV0glI7PU60XYMASMP4oXTp=s176-c-k-c0x00ffffff-no-rj,Jika menyesatkan infonya semoga chanel ini ambruk,5 months ago,0
Gunk Indra,UCECobfyl_EwAAFgN4wqJQUA,Ugz9s4RH40o0-D8XZ0F4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLT-AnU7L3ZKZxygcEqwrzRUOx8O78SGNSUbYwX7=s176-c-k-c0x00ffffff-no-rj,Bagus bngt,5 months ago,0
Mr Top Speed,UCPf54VQZz9beGRnTvZOLxIg,Ugw8H2cem0wfBFpjO6J4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTjhFJ7OK0m_fzah_rXljo36wb6_EPDO8JAdraV8I0=s176-c-k-c0x00ffffff-no-rj,Long winded ...,5 months ago,1
Bang Revan,UCdWAXcy_Ojlx8n7Yyc3l53w,UgwnA3KWWArZKRCu9gx4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQ7O60-DqnSKGpdU1EsR0xllq-gom39bdTYlVB6=s176-c-k-c0x00ffffff-no-rj,33:44 kelihatan aura nya😁😁,5 months ago,2
Bang Revan,UCdWAXcy_Ojlx8n7Yyc3l53w,UgwBhQBpLhYCpCB4Nm54AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQ7O60-DqnSKGpdU1EsR0xllq-gom39bdTYlVB6=s176-c-k-c0x00ffffff-no-rj,33:44 kelihatan aura nya😁😁,5 months ago,1
Jembatan Kehidupan,UCLdILHYaDXtM-fJ7Gs0TNIQ,UgyBzoy_eXAxUOqaTEx4AaABAg,0.0,https://yt3.ggpht.com/B2zVQZHnqNRBFNFn8FENm8MCBP1GerkwbSSNQu87AItVo07jlE9wg1vZFtD1KXsdZvCaZV46ezU=s176-c-k-c0x00ffffff-no-rj,saya doakan kamu iya kamu segera beli juga ya,5 months ago,0
Nadya Karin,UCCwHLV6zH2kNLRtRCQZ4cLw,UgyJL9OkEBss3U0crNh4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTXiHmH-KbxTjf5MSXzCvLefH0o-2u3xXU0qXYB=s176-c-k-c0x00ffffff-no-rj,"SAYA 177 CM 😂

Udah ke berapa kalinya oM? 😂😂",5 months ago (edited),0
Mamuk Adventures,UC-yZ5Ld2f40bXRQb0oG6CSA,UgzQp691vxNoW2sfBdB4AaABAg,0.0,https://yt3.ggpht.com/u-SQy0OegOyRwOTJTZjZS8oOuqhtJsdVg7RYmTNAQ2H6wN9rOIBfG4BlZmfZM0XR_C7KQoFm=s176-c-k-c0x00ffffff-no-rj,Adaptive Cruise Controlnya sama persis dgn Corolla Altis 2020 yg langsung non-aktif dikecepatan rendah (24km/jam). Moga2 toyota mau ngrerubah settingannya biar berguna pd saat stop n go di jalan tol.,5 months ago,0
budi LVT,UC9J2XISyE-HcfsB47MqcxiQ,UgzEFYSbOenSbbb5FMJ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQ935As8JAtRKXC5Yywr4uGZ9u82CiUHWC5lJhwgg=s176-c-k-c0x00ffffff-no-rj,"28:28 ngakak sejadi-jadinya pas denger suara klakson 🤣

jd , kesan nya kayak 💪🏻 tapi bikin 💔 pas klakson nya bunyi",5 months ago,1
Channel Bobe-Bobe,UCWxjOYg1nxtexPdkG2mnxDg,UgzZqcLYfslrxMLSFbt4AaABAg,0.0,https://yt3.ggpht.com/Yjy2ScsRWkPTSQkSO5-4LRv0eKVLqeqIOLedFXmIQSEHNrVSuJN9tQ_0mHGsfyz2x1UYtJ9Jhg=s176-c-k-c0x00ffffff-no-rj,Kembar Perodua ativa..,5 months ago,0
wait a minute,UC17B5DXjFpsniSdRzAPCjfQ,UgynD8Lu-ANY8hIXHER4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLS2NqnK-cmQuI-PIlaMGm0fMEJIpBQ3jjfbAgy3BQ=s176-c-k-c0x00ffffff-no-rj,Seperti nya masih ke Sonet lah ya. Hmmm?,5 months ago,0
RowdyHorse4,UCIsgZjGRn7TO_CCG4lLyZ7w,UgwWWFaPYhWAijnX2kp4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRo4AjkLaUHfdp-y3YbQmDUh_hoGNAMl35ezKs19g=s176-c-k-c0x00ffffff-no-rj,Sayangnya toyota tidak masukin Fitur LTA atau Lane Trace Assistant. Jadi gak bisa auto steer kaya wuling atau honda. Hanya intervensi kalo keluar lane tapi gak ada continuous lane centering ala semi autonomous.,5 months ago,0
Fajar Liftiono,UCOGQp_3uBl2-2nwSZ4n_JLA,UgwB-OagtMEHaKeBLUp4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTJq3O-HkRKxOI7VZWAw7QUF-6L4i7FK8ehj8KY=s176-c-k-c0x00ffffff-no-rj,"Dari samping,,, seperti mini Fortuner",5 months ago,0
BAJIDOT VLOG,UCZpHQJZVlSPhJEliN4-Ju1w,UgyF3JH7ErATRxzo0b14AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRZNEz7xp_qBAFiRgI1j5TjIO2t0CqxgjRO4-3h2Q=s176-c-k-c0x00ffffff-no-rj,salfok menit 10:04 om wkwkwk,5 months ago,49
Rizki,UCc6nC-1rgJAf7Lko-TQWqDg,Ugx-5dJNL2-9GFweqwt4AaABAg.9OPS1b-a-cB9ReB6Ub13bV,0.0,https://yt3.ggpht.com/ytc/AKedOLRbfttMmHbN8mkDrN5o300tZwGvMk9OF9IqsbhrbA=s176-c-k-c0x00ffffff-no-rj,Modelnya kaya hatchback yg dijejelin sama body kit. Mesin Agya tapi diturboin... Floating head unit jadul. Untung harganya murah dari 180 an,2 months ago,0
Zeno Aristo Liyano,UCbtWVAvXlQ5WUNPZHcjco5Q,UgzEFYSbOenSbbb5FMJ4AaABAg.9OIacNkIw4f9QL0s9IiIMP,0.0,https://yt3.ggpht.com/ytc/AKedOLTsCxCAl6ukoiHoe5YX4OQkWAejHrTzIl1whasy=s176-c-k-c0x00ffffff-no-rj,Lu mau gmna emang suara klakson nya ?? Lu mau ada suara telolet nya ?? Klakson aja lu permasalahin emang lu mau idupin mulu slama djalan klakson nya ?? Jgn begok klamaan lu,3 months ago,0
budi LVT,UC9J2XISyE-HcfsB47MqcxiQ,UgzEFYSbOenSbbb5FMJ4AaABAg.9OIacNkIw4f9QL2Mg8Kb7n,0.0,https://yt3.ggpht.com/ytc/AKedOLQ935As8JAtRKXC5Yywr4uGZ9u82CiUHWC5lJhwgg=s176-c-k-c0x00ffffff-no-rj," @Zeno Aristo Liyano  idihhh baperrr wkwkwkkwk , orang berpendapat mosok ga boleh ada da aja",3 months ago,0
Aa Onyy,UCw6TnS09wAZyGI5Yfkg2i7A,UgyF3JH7ErATRxzo0b14AaABAg.9OI3RI_E8zn9PmO7gtbve4,0.0,https://yt3.ggpht.com/ytc/AKedOLS6PRMwMRjXrKfAKwxnfXz8LLmuzQNzmCD7P1LlQq0=s176-c-k-c0x00ffffff-no-rj,Iya juga baru paham,4 months ago,1
Steven Tamara,UCcO-j6uF91i6aQp0FgKtdQQ,UgyF3JH7ErATRxzo0b14AaABAg.9OI3RI_E8zn9QRxL7NXbUb,0.0,https://yt3.ggpht.com/ytc/AKedOLTFwWcvg10l29_2O1GPX1FaCifcpHm7j_q1dg=s176-c-k-c0x00ffffff-no-rj,Kia sonet 1.0 Turbo 120Hp sayang di Raize dibawah 100Hp dan 3 cyl biasanya getar n noise tp pasti kelebihannya fuel efficiency & Turbo jarg di Indonesia utk cc kecil.. sukses Raize &  om Fitra.,3 months ago,0
Androidbox77 Pencari Cuan,UCSW63wGYRN4RZFnF9I6U2jg,UgyF3JH7ErATRxzo0b14AaABAg.9OI3RI_E8zn9Qhn0if8tqV,0.0,https://yt3.ggpht.com/ytc/AKedOLSYOE1qW_l0WQKAkqkeQOXKgMV37t45XQFan6xqRQ=s176-c-k-c0x00ffffff-no-rj,Rem belakang nya msh tromol kah?,3 months ago,0
Sinyo _ Agus,UCHDGlK6w-YITdreUjsUsPeA,UgyF3JH7ErATRxzo0b14AaABAg.9OI3RI_E8zn9SH9CkBHU6x,0.0,https://yt3.ggpht.com/ytc/AKedOLTClPywRh2cJv31QUqFHzi0_ov9dfhexI51uQ=s176-c-k-c0x00ffffff-no-rj,mesum lu aah😂,2 months ago,0
cia indoasia,UCQ1yCFkWV_s0REyghBMw20w,UgyH_6s9gpmitN1qeVN4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLR402GTe_6CsOLJSz_W8gAallDvNNH6j-qcYA=s176-c-k-c0x00ffffff-no-rj,Untuk fitur spion signal Blind spot monitoring kanan-kiri dan sensor lane departure assist jika keluar jalur garis kanan-kiri terdeteksi jika dijalan ?,5 months ago,0
請問哪裡買的到漢強生存,UCPUzcbuzRrTY4gRLR9Pyyog,UgwBrz1bYLnXX0QF7Ml4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQ3fhtWTlN8qGgh7jDCLa4VhGYOn_FWt4JAWA=s176-c-k-c0x00ffffff-no-rj,👍👍👍👍👍,5 months ago,0
He Did Something,UCpU8eBtUq2LffLN4QHYUKcg,UgwemLlgfHWx697-a8R4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQzhT9u58v_3rEFhf7LrZu3b-BJ2tOv5w4ju_PxtA=s176-c-k-c0x00ffffff-no-rj,Kelihatan ada rasa kecewa di muka om Fitra 😂,5 months ago,0
Mochamad Sony Firmansyah,UCPp6hJX8bVO6QboFje9InCA,UgzBmBsA_PRlN8VZ8lF4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQ_kBOcXK112RbpdWBQ0nAtaM3hjEnf5yxcyQ=s176-c-k-c0x00ffffff-no-rj,Mobil nggak enak,5 months ago,0
Classy Rider,UCnT36BhueIOTHhDA6TOOjxQ,Ugx5hBmugrNrv9YF5JR4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLT0mLYkuX7LVOcLVbHAknXMqAhRvhk01R_TAQs9EA=s176-c-k-c0x00ffffff-no-rj,bolehlah..,5 months ago,0
Dimas Wiratmo,UCZILfQ_b_qlFmXX_8qAM4jg,UgzcYavUUe4GB03WIHB4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTvaPBYgKHuAKTXItIymTeDrmPeVt2sdSIn4PTX=s176-c-k-c0x00ffffff-no-rj,Keren om fitra ...kemarin saya test drive di toyota astrido bekasi mantabb banget tenaganya bukan main sampe istri kepengen indent hehehehe,5 months ago,0
Nurhalimah *Aina Salsabila Khanza*,UCve78b3seSZP7bp8n3-hySw,UgwB8QkzIUJXOCKc55t4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRuFgHjdoKEStBzlHIj5Zba0MuU9Hmc1Z83CWH1=s176-c-k-c0x00ffffff-no-rj,Semoga bisa beli cash... Aamiin,5 months ago,0
reza ardani,UCqA_s_W3gNT6RpdWqpd3jVw,UgzXN50PuD-q_WAWgQJ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTtVzir07u1syXloF8fx15JleKSjKL_9t91EqvRug=s176-c-k-c0x00ffffff-no-rj,Padahal lebih worth lagi kalau pake mesin 1.2cc 4cyl yang sudah di ada di agya 1.2 skg + di pakein turbo,5 months ago,0
Barbarian Orange,UCNhGgR6EePN6g-Yd00PwTaQ,Ugywjaa6am7p7X5M5y94AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQYXbaoIrWcY234hgvwfGGKbL8o1L4H80yW1w=s176-c-k-c0x00ffffff-no-rj,"Bbm
23:05",5 months ago (edited),5
Dionisius A. Diandra,UCdDi-LRNv85a_7QBhJci-Eg,UgzT8Fe66mKDoYGRqkZ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSMFIDdXIrl9wKSBPtrvpQlVxKv6YsV7s3K2ZJn-g=s176-c-k-c0x00ffffff-no-rj,tone camera nya kurang ini,5 months ago,0
"SAUQIYA , OLA & ABI Kids stations",UCn7OQVedYg03fbb5sBqH6jg,UgwL9NL-mMjaS2b55ht4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTdI371WtIbbYgyz7Bg7bB-4k3VOJNEd1LxXTJ2bA=s176-c-k-c0x00ffffff-no-rj,lebih cocok dibilang cross over daripada SUV,5 months ago,0
Ari Ristanto,UCaViRPbr4X7J_mphI2l0CGw,Ugz5m9cz9FmTGEvY6tV4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSzvaRcig8PlIwarpXifq2Qu7v2ifoCYRF9ezsUSw=s176-c-k-c0x00ffffff-no-rj,"maklum om , TRD kan , Toyota Rasa Daihatsu..😂
mobil Daihatsu yang diganti logo Toyota dan dikasih Toyota Safety Sense...
Daihatsu emang dikenal bandel , tp gk nyaman dan gk fun to drive",5 months ago,0
Reinardus Steven,UCq6l3Yb8zfmyL6Bg7nIpMcA,UgyJVlgdckFmGQlSlGN4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRyQyJ-KMAblaPwvNmUbIXmxVI3vOIq5Zj_weTjmQ=s176-c-k-c0x00ffffff-no-rj,"Kalo diliat dari body, masih cocok pake mesin 1500cc - 2000cc",5 months ago,7
MA Channel,UCf86StpMSbt_nW6JTS8pLRg,Ugz-TypXdAGOqyaUSrZ4AaABAg,0.0,https://yt3.ggpht.com/VVpZUCvb1kuf0OZjTB3T8pnlPmK7zhlEf8dtmP41UfWlSo0Gbh9-3mfq49mMmzrgop0lwUUhGA=s176-c-k-c0x00ffffff-no-rj,Inden=strategi marketing,5 months ago,0
aldoalda,UCDQYiltI-B8xKF0MStjF0Tw,Ugwyxeg7iV_WdLvxs054AaABAg,0.0,https://yt3.ggpht.com/vKN4FtioKP0qW0fuW_p-xAQZXXBFu-6vp8DWCAw8TXHpOKuffd6WVbhc0SbPDHR8mrHBOZucmw=s176-c-k-c0x00ffffff-no-rj,"Halo, kalau vs KIA Sonet bgmn? Lebih worth it yg mana",5 months ago,0
Maulana Ahmad,UC5gGfgBhaTRJsplV_lDF_bQ,UgyPjXsXZHv8ZMorkQ94AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRQzstU9BfGNLJKA57QavCgvkBccX4f4ZKT-brRuDk=s176-c-k-c0x00ffffff-no-rj,Tampang keren tapi sayang cc kecil cuma 1000cc🤔,5 months ago,0
LO 20,UCCezrM69fATo8-Hkf_9SONw,Ugz1Vfr5mLot1l3Bss14AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSp1cZJTR1rjYLHV_e6Au5cCjuhDti370o8MVVRKA=s176-c-k-c0x00ffffff-no-rj,yg 1.2 nya bakal 4 silinder kan?,5 months ago,0
BAY,UCf9J3opvxCilP2Jf9CYbkFA,UgwJ2iBnzhAnZruwNQV4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRIjKmApVubRU8fpN2KQlxoiL1dSmzp7fBHHYUxOw=s176-c-k-c0x00ffffff-no-rj,"Terimakasih wuling
Tanpa mu toyota mungkin hanya jualan avanza saja dengan desain dan fitur purbanya.. 🙏🙏👍👍",5 months ago,0
Raudhat Firdaus,UC7mJW6yFmMDLRnDEE9_RJTQ,UgzVDfVMDFA4VucvnOZ4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQ-qoGE8c2lJM86onE17URHScaUUg0ZZyLaMDYYzw=s176-c-k-c0x00ffffff-no-rj,"""Ya kayak gitu suaranya"" wkwk",5 months ago,0
Erland Yoga Nugraha,UCXYGqYm_PZfDHyPZzckscIg,Ugw1eq71yFH9nEIOokx4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSYNz5vjcoN8qDzrAJXFQSHDLpzL96gtVyBaVdV1g=s176-c-k-c0x00ffffff-no-rj,Iklan kopi siap minum di video om Fitra Eri & Ridwan Hanif. Kalau om mobi iklan kopi apa ya?.....😁,5 months ago,0
Adova Lux,UCQ1sb3ZVr5fBV4aH21YPyxg,Ugywjaa6am7p7X5M5y94AaABAg.9OEo0hK_2B-9QPx2BOWu6G,0.0,https://yt3.ggpht.com/ytc/AKedOLSR_ZmUXSY_FqWd0Zao6ogn2iLTuSAi1tvaPZUW=s176-c-k-c0x00ffffff-no-rj,Thx bro...,3 months ago,0
Wise_man,UCAdApN-XYfCE9lD7izR1tFQ,UgyJVlgdckFmGQlSlGN4AaABAg.9OEX1M-NFct9OPFjNF-M3P,0.0,https://yt3.ggpht.com/ytc/AKedOLQNKq8mLtTFS_4AMR5_4fsfDwGkyODEZ9-v38df-A=s176-c-k-c0x00ffffff-no-rj,Klo liat fitur jelas cocok nya 1500cc ++,5 months ago,0
Kun,UCHLgdRnGeQezWjFn2RqtLDg,Ugwyxeg7iV_WdLvxs054AaABAg.9OEFEjReKFw9OJORzz7Z92,0.0,https://yt3.ggpht.com/ytc/AKedOLRsZysucRB3es93GtYpy8WKNCDYhe2lX19CqFZZxQ=s176-c-k-c0x00ffffff-no-rj,"dua duanya worth it. kalau milih nyaman lebih worth KIA

ada plus minus masing2, KIA dibikin di india yg katanya quality controlnya belum sebagus toyota.
hasil main"" ane ke forum car india sih banyak yg bilang dsana ada kasus sonet terbakar krna kelistrikan dll
trus ada yg masuk lubang engine mountingnya patah akibatnya mesin jatoh d tengah jalan,
trus jg belum d tes berapa bintang safetynya.

kalau raize udah dluan keluar di jepang dr awal 2020, jd minimal ya track recordnya udah jelas di jepang oke oke aja tuh top 3 terlaris juga.
tp ya ga senyaman dgn mengemudi sonet, tp plus nya jaringan nya luas, sparepart udah pasti gampang, trus harga jual mungkin masih tinggi.

kalau di jakarta atau kota besar di pulau jawa KIA sonet dah pasti ga masalah, tp kalau di kota biasa misalnya sumatra atau kalimantan sana, yg orang masih rame pake toyota atau honda, Raize lebih aman untuk jangka panjang.

ane juga d sumatra, mau pesen masih bingung juga.
hati ane milih sonet, tp logika kepala ane milih Raize. haha

salam",5 months ago (edited),0
zendi Nzr,UCwe088YRUr0112xvgevpQzw,UgxIUNLrUswPcidYhv94AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSRgw1ZQlRX9NkXFbYMYbEkiWhiK-hssN9oZsj_WQ=s176-c-k-c0x00ffffff-no-rj,Pengen banget lihat om fitra review mustang😩,5 months ago,0
Vini Pitriyani,UCdv41shn8maDVIFIOrV__eA,UgxK6dj_OK9-44AodX54AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSfIRTi2ZJeW8H7wMCNmj_OTJ4SriweoIk6nQ=s176-c-k-c0x00ffffff-no-rj,Bismillah shalawatin dulu 😇,5 months ago,0
Abdul Azizu,UCLvpVZ62y5_OpTG0qOpOmrA,UgzH-cdQwgs7-N-ZybV4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLRRUBf2wcObk4uJxNhoFZ9-VJuCVyX7FxGVTxHNSQ=s176-c-k-c0x00ffffff-no-rj,Ada nmr wa pak?,5 months ago,0
Yogie Documentation Channel,UC0MRSJysVr_Yt-3o2vHotUg,UgwEzrK5Oaw7ptGQyAZ4AaABAg,0.0,https://yt3.ggpht.com/3A3LEvdPIwAbPcdZGS0scRJQdz8gMuZUZkTRORDUSF5ZE1lQxSHqMqyY9g_MLANLKxtf5QtCNUc=s176-c-k-c0x00ffffff-no-rj,semoga suatu saat bs ganti mobil,5 months ago,0
888 Bck,UCoS0R4Q40gpZpzPrQGsOzSQ,Ugzl0hVQI-4eb_GWmyt4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTxW1siOamB4m7MBQiZ3lJNR0vKfm_unDsYWQ=s176-c-k-c0x00ffffff-no-rj,"gebelek..masih pandemi gini mobil kecil 240 juta,1000cc 3 silinder lagi,diskon ppbnm juga..ini brand toyota pede banget di indonesia wkwk..kurang saingan..hahahah",5 months ago,0
Juli Lim,UCU-1ClG9R6gLTgA-Ar_hidA,UgwdGS5wjA0XY8x4R154AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLTVPH8gw8nAa2NdL6ESLeofvmuuYvTKnej-Vg=s176-c-k-c0x00ffffff-no-rj,plastik dan kaleng banget geledak geleduk bunyinya,5 months ago,0
Duta Adijaya,UClWyj7WT4__JSF4kiiFuXgw,UgzS9xyDn8g8S9Wbvbh4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLT1B_e-LKLFCb_13aEiuD_MOhg1cCaW4GM-td8UlLA=s176-c-k-c0x00ffffff-no-rj,Tidak lengkap tanpa 177 cm,5 months ago,0
Rizky Juliand,UCxvLbKKACzQQGzQbVVuESBQ,UgxpEwDMDMZHUq1QB-Z4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLSzRtBDS3cmRwKOwaCOJPzKYrpjTaoWnLThRQ=s176-c-k-c0x00ffffff-no-rj,Ya allah semoga hamba bisa membelinya secara cash,5 months ago,18
Ryan Explorer,UCMaJVi-CmGYBrK_8fyHDXdw,UgxV98_RyYMeIj41KoV4AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQZBX8N_s5H5KHU6ru1xVGoSSkn5o40hJwog2ci=s176-c-k-c0x00ffffff-no-rj,"Mending Wuling Cortez. Dengan harga sama, mesin sudah turbo, tapi mesin 1500 CC, 4 silinder, dan kapasitas penumpang 7 orang.",5 months ago (edited),1
Okky Tan,UC0IqEALdIR87ESLu2x8I-mA,UgyepAiZHUctkve20r94AaABAg,0.0,https://yt3.ggpht.com/ytc/AKedOLQMg_uTT1Q5QxFSwpSmzMqpOq1wauA_1NTb_WdwWA=s176-c-k-c0x00ffffff-no-rj,Seketika receh ku pecah ngakak pas dengar klakson nya kayak mobil sayur.,5 months ago,0
